"id","department_id","department_name","department_short","course_id","course_name","semester_id","semester_name","exam_type_id","exam_type_name","submissions_count","created_at","source_url"
"1011","1","Computer Science & Engineering","CSE","17","Data communication","22","Spring 26","1","Mid","6","2026-02-22T05:13:49.000000Z","https://diuqbank.com/questions/1011"
"1012","2","Electrical & Electronic Engineering","EEE","101","Energy Conversion-I","22","Spring 26","1","Mid","1","2026-02-22T06:49:42.000000Z","https://diuqbank.com/questions/1012"
"1013","1","Computer Science & Engineering","CSE","29","Operating Systems","22","Spring 26","1","Mid","3","2026-02-22T06:50:18.000000Z","https://diuqbank.com/questions/1013"
"1014","1","Computer Science & Engineering","CSE","120","Social and Professional Issues in Computing","22","Spring 26","1","Mid","1","2026-02-22T06:51:05.000000Z","https://diuqbank.com/questions/1014"
"1015","1","Computer Science & Engineering","CSE","9","Mathematics I","22","Spring 26","1","Mid","5","2026-02-22T07:23:39.000000Z","https://diuqbank.com/questions/1015"
"1016","4","Software Engineering","SWE","119","Design Pattern ","10","Spring 25","1","Mid","1","2026-02-22T08:06:18.000000Z","https://diuqbank.com/questions/1016"
"1017","4","Software Engineering","SWE","119","Design Pattern ","22","Spring 26","3","Quiz","1","2026-02-22T08:16:48.000000Z","https://diuqbank.com/questions/1017"
"1018","1","Computer Science & Engineering","CSE","15","Numerical Methods ","22","Spring 26","1","Mid","4","2026-02-22T08:59:31.000000Z","https://diuqbank.com/questions/1018"
"1019","1","Computer Science & Engineering","CSE","6","Programming and Problem Solving","22","Spring 26","1","Mid","5","2026-02-22T09:06:34.000000Z","https://diuqbank.com/questions/1019"
"1020","1","Computer Science & Engineering","CSE","14","Discrete Mathematics","22","Spring 26","1","Mid","1","2026-02-22T09:11:03.000000Z","https://diuqbank.com/questions/1020"
"1021","4","Software Engineering","SWE","94","Mathematic II","22","Spring 26","1","Mid","2","2026-02-22T12:14:42.000000Z","https://diuqbank.com/questions/1021"
"1022","4","Software Engineering","SWE","223","Introduction to Data Science and Data Management & Analysis","22","Spring 26","1","Mid","1","2026-02-22T12:27:33.000000Z","https://diuqbank.com/questions/1022"
"1023","4","Software Engineering","SWE","49","Algorithm Design and Analysis ","22","Spring 26","1","Mid","2","2026-02-22T12:47:40.000000Z","https://diuqbank.com/questions/1023"
"1024","3","ITM","ITM","224","Business Mathematics","22","Spring 26","1","Mid","1","2026-02-22T13:43:00.000000Z","https://diuqbank.com/questions/1024"
